seed,method,sample_id,label,score
0,B1,v2_standard_10004_clear_4382,0,0.2789211869239807
0,B1,v2_standard_10004_clear_4387,0,0.2626427710056305
0,B1,v2_standard_10004_clear_4491,1,0.3462551236152649
0,B1,v2_standard_10004_clear_4515,0,0.363095760345459
0,B1,v2_standard_10004_clear_4577,1,0.38571298122406006
0,B1,v2_standard_10004_clear_4643,0,0.34374451637268066
0,B1,v2_standard_10004_clear_5163,0,0.23066861927509308
0,B1,v2_standard_10004_clear_5475,0,0.26813873648643494
0,B1,v2_standard_10004_clear_5603,0,0.3243265450000763
0,B1,v2_standard_10004_clear_5731,0,0.270691841840744
0,B1,v2_standard_10004_clear_5780,0,0.23270952701568604
0,B1,v2_harsh_10001_clear_163,0,0.23029418289661407
0,B1,v2_harsh_10001_clear_227,0,0.22165371477603912
0,B1,v2_harsh_10001_clear_233,0,0.250868558883667
0,B1,v2_harsh_10001_clear_739,0,0.19180749356746674
0,B1,v2_harsh_10001_clear_1034,0,0.271880567073822
0,B1,v2_harsh_10001_clear_1137,1,0.23435288667678833
0,B1,v2_harsh_10001_clear_1251,0,0.277019739151001
0,B1,v2_harsh_10001_clear_1493,0,0.4493514597415924
0,B1,v2_harsh_10001_clear_1668,1,0.507178008556366
0,B1,v2_harsh_10001_clear_2083,0,0.3491259515285492
0,B1,v2_harsh_10001_clear_2339,0,0.36071690917015076
0,B1,v2_harsh_10001_clear_2374,1,0.4487401843070984
0,B1,v2_harsh_10001_clear_2531,0,0.22432085871696472
0,B1,v2_harsh_10001_clear_2834,1,0.22406154870986938
0,B1,v2_harsh_10001_clear_2851,0,0.17185935378074646
0,B1,v2_harsh_10001_clear_3419,1,0.4454385042190552
0,B1,v2_harsh_10001_clear_3447,0,0.38699594140052795
0,B1,v2_harsh_10001_clear_3875,0,0.33687299489974976
0,B1,v2_harsh_10001_clear_3939,0,0.21524186432361603
0,B1,v2_harsh_10001_clear_4128,1,0.27334925532341003
0,B1,v2_harsh_10001_clear_4195,0,0.27902862429618835
0,B1,v2_harsh_10001_clear_4310,0,0.278381884098053
0,B1,v2_harsh_10001_clear_4387,0,0.21207088232040405
0,B1,v2_harsh_10001_clear_4541,1,0.2327977418899536
0,B1,v2_harsh_10001_clear_4578,1,0.23975451290607452
0,B1,v2_harsh_10001_clear_4643,0,0.20229455828666687
0,B1,v2_harsh_10001_clear_4835,0,0.22499056160449982
0,B1,v2_harsh_10001_clear_4951,1,0.2527546286582947
0,B1,v2_harsh_10001_clear_5155,0,0.19843153655529022
0,B1,v2_harsh_10001_clear_5411,0,0.30120277404785156
0,B1,v2_harsh_10001_clear_5445,0,0.25228920578956604
0,B1,v2_harsh_10001_clear_5475,0,0.18315964937210083
0,B1,v2_harsh_10001_clear_5603,0,0.24879981577396393
0,B1,v2_harsh_10001_clear_5624,1,0.38407665491104126
0,B1,v2_harsh_10001_clear_5659,1,0.46931952238082886
0,B1,v2_harsh_10001_clear_5734,1,0.3116697669029236
0,B1,v2_harsh_10002_clear_163,0,0.2795603573322296
0,B1,v2_harsh_10002_clear_227,0,0.1963101476430893
0,B1,v2_harsh_10002_clear_291,0,0.26549068093299866
0,B1,v2_harsh_10002_clear_483,0,0.26248350739479065
0,B1,v2_harsh_10002_clear_727,0,0.23634600639343262
0,B1,v2_harsh_10002_clear_824,0,0.3312496840953827
0,B1,v2_harsh_10002_clear_867,1,0.36693456768989563
0,B1,v2_harsh_10002_clear_995,0,0.34745749831199646
0,B1,v2_harsh_10002_clear_1100,1,0.4446932375431061
0,B1,v2_harsh_10002_clear_1153,0,0.36422887444496155
0,B1,v2_harsh_10002_clear_1187,0,0.37416601181030273
0,B1,v2_harsh_10002_clear_1443,0,0.23967117071151733
0,B1,v2_harsh_10002_clear_1533,1,0.29951468110084534
0,B1,v2_harsh_10002_clear_1590,1,0.43676742911338806
0,B1,v2_harsh_10002_clear_2211,0,0.42193126678466797
0,B1,v2_harsh_10002_clear_2403,0,0.17893001437187195
0,B1,v2_harsh_10002_clear_2467,0,0.19172027707099915
0,B1,v2_harsh_10002_clear_2551,0,0.24582307040691376
0,B1,v2_harsh_10002_clear_2902,1,0.4656137228012085
0,B1,v2_harsh_10002_clear_3043,0,0.254695862531662
0,B1,v2_harsh_10002_clear_3137,1,0.35191449522972107
0,B1,v2_harsh_10002_clear_3527,1,0.32201212644577026
0,B1,v2_harsh_10002_clear_3555,1,0.3504985570907593
0,B1,v2_harsh_10002_clear_3747,0,0.39242568612098694
0,B1,v2_harsh_10002_clear_3802,1,0.36903220415115356
0,B1,v2_harsh_10002_clear_3811,0,0.31502848863601685
0,B1,v2_harsh_10002_clear_3939,0,0.31628093123435974
0,B1,v2_harsh_10002_clear_4283,1,0.30594369769096375
0,B1,v2_harsh_10002_clear_4369,0,0.26562872529029846
0,B1,v2_harsh_10002_clear_4387,0,0.22943823039531708
0,B1,v2_harsh_10002_clear_4579,0,0.2635592222213745
0,B1,v2_harsh_10002_clear_5326,0,0.33985769748687744
0,B1,v2_harsh_10002_clear_5347,0,0.3407686948776245
0,B1,v2_harsh_10002_clear_5411,0,0.3664711117744446
0,B1,v2_harsh_10002_clear_5462,1,0.39566323161125183
0,B1,v2_harsh_10002_clear_5745,1,0.429161936044693
0,B1,v2_harsh_10003_clear_163,0,0.1972518116235733
0,B1,v2_harsh_10003_clear_227,0,0.22480851411819458
0,B1,v2_harsh_10003_clear_291,0,0.3605516850948334
0,B1,v2_harsh_10003_clear_580,1,0.42656418681144714
0,B1,v2_harsh_10003_clear_916,1,0.5156975388526917
0,B1,v2_harsh_10003_clear_931,0,0.4368879497051239
0,B1,v2_harsh_10003_clear_1128,1,0.42960479855537415
0,B1,v2_harsh_10003_clear_1571,0,0.4155009984970093
0,B1,v2_harsh_10003_clear_1763,0,0.28228893876075745
0,B1,v2_harsh_10003_clear_1888,1,0.49654802680015564
0,B1,v2_harsh_10003_clear_1944,1,0.520210862159729
0,B1,v2_harsh_10003_clear_2247,1,0.47791871428489685
0,B1,v2_harsh_10003_clear_2534,0,0.41581737995147705
0,B1,v2_harsh_10003_clear_2595,0,0.2461385428905487
0,B1,v2_harsh_10003_clear_2633,1,0.40828877687454224
0,B1,v2_harsh_10003_clear_2710,0,0.43474313616752625
0,B1,v2_harsh_10003_clear_3363,0,0.2910600006580353
0,B1,v2_harsh_10003_clear_3415,0,0.31112128496170044
0,B1,v2_harsh_10003_clear_3491,0,0.41087886691093445
0,B1,v2_harsh_10003_clear_3530,0,0.3198619782924652
0,B1,v2_harsh_10003_clear_3542,1,0.29505860805511475
0,B1,v2_harsh_10003_clear_3555,0,0.2227398008108139
0,B1,v2_harsh_10003_clear_3665,1,0.22908030450344086
0,B1,v2_harsh_10003_clear_3670,1,0.21400891244411469
0,B1,v2_harsh_10003_clear_3683,0,0.1660802960395813
0,B1,v2_harsh_10003_clear_3747,0,0.22049355506896973
0,B1,v2_harsh_10003_clear_4195,0,0.20100137591362
0,B1,v2_harsh_10003_clear_4282,0,0.4145483076572418
0,B1,v2_harsh_10003_clear_4451,0,0.3941149115562439
0,B1,v2_harsh_10003_clear_4643,0,0.1984381526708603
0,B1,v2_harsh_10003_clear_4960,1,0.4271153211593628
0,B1,v2_harsh_10003_clear_5155,0,0.18799398839473724
0,B1,v2_harsh_10003_clear_5411,0,0.2884508967399597
0,B1,v2_harsh_10003_clear_5858,0,0.24948547780513763
0,B1,v2_harsh_10003_clear_5901,1,0.2609102725982666
0,B1,v2_harsh_10003_clear_5923,0,0.23134171962738037
0,B1,v2_harsh_10004_clear_163,0,0.25586116313934326
0,B1,v2_harsh_10004_clear_184,1,0.33450984954833984
0,B1,v2_harsh_10004_clear_242,1,0.32964980602264404
0,B1,v2_harsh_10004_clear_249,0,0.3233731687068939
0,B1,v2_harsh_10004_clear_355,0,0.38708701729774475
0,B1,v2_harsh_10004_clear_464,1,0.40175753831863403
0,B1,v2_harsh_10004_clear_867,0,0.20416739583015442
0,B1,v2_harsh_10004_clear_931,0,0.2175150066614151
0,B1,v2_harsh_10004_clear_1059,0,0.19820572435855865
0,B1,v2_harsh_10004_clear_1315,0,0.19991452991962433
0,B1,v2_harsh_10004_clear_1385,0,0.2078918069601059
0,B1,v2_harsh_10004_clear_1443,0,0.19025857746601105
0,B1,v2_harsh_10004_clear_1827,0,0.19368481636047363
0,B1,v2_harsh_10004_clear_1877,1,0.23214004933834076
0,B1,v2_harsh_10004_clear_1977,1,0.36263394355773926
0,B1,v2_harsh_10004_clear_2147,0,0.31170958280563354
0,B1,v2_harsh_10004_clear_2275,0,0.41066014766693115
0,B1,v2_harsh_10004_clear_2531,0,0.22365716099739075
0,B1,v2_harsh_10004_clear_2634,0,0.3095507025718689
0,B1,v2_harsh_10004_clear_2659,0,0.22569164633750916
0,B1,v2_harsh_10004_clear_3247,1,0.3698524534702301
0,B1,v2_harsh_10004_clear_3363,0,0.30438554286956787
0,B1,v2_harsh_10004_clear_3545,0,0.33747538924217224
0,B1,v2_harsh_10004_clear_3619,0,0.2900885343551636
0,B1,v2_harsh_10004_clear_4347,1,0.475608229637146
0,B1,v2_harsh_10004_clear_4387,0,0.36712929606437683
0,B1,v2_harsh_10004_clear_4579,0,0.37754735350608826
0,B1,v2_harsh_10004_clear_4781,1,0.2933638095855713
0,B1,v2_harsh_10004_clear_4874,0,0.41744720935821533
0,B1,v2_harsh_10004_clear_4936,0,0.45381221175193787
0,B1,v2_harsh_10004_clear_5091,0,0.39597874879837036
0,B1,v2_harsh_10004_clear_5108,1,0.48752444982528687
0,B1,v2_harsh_10004_clear_5383,1,0.3635781705379486
0,B1,v2_harsh_10004_clear_5540,1,0.5016867518424988
0,B1,v2_harsh_10004_clear_5667,0,0.22503884136676788
0,B1,v2_harsh_10004_clear_5888,1,0.48908936977386475
0,B2,v2_standard_10001_central_furniture_163,0,0.22076325118541718
0,B2,v2_standard_10001_vertical_mid_380,1,0.34414592385292053
0,B2,v2_standard_10001_vertical_mid_419,0,0.37828874588012695
0,B2,v2_standard_10001_clear_427,1,0.6042156219482422
0,B2,v2_standard_10001_clear_591,1,0.36824893951416016
0,B2,v2_standard_10001_clear_712,1,0.4273563623428345
0,B2,v2_standard_10001_clear_787,0,0.35131677985191345
0,B2,v2_standard_10001_clear_931,0,0.31867972016334534
0,B2,v2_standard_10001_clear_1059,0,0.2735883891582489
0,B2,v2_standard_10001_central_furniture_1315,0,0.28430864214897156
0,B2,v2_standard_10001_vertical_mid_1373,0,0.5529111623764038
0,B2,v2_standard_10001_central_furniture_1571,0,0.3183973431587219
0,B2,v2_standard_10001_vertical_mid_1612,1,0.2867428958415985
0,B2,v2_standard_10001_vertical_mid_1667,1,0.30133792757987976
0,B2,v2_standard_10001_central_furniture_1688,1,0.24161095917224884
0,B2,v2_standard_10001_central_furniture_2339,0,0.3467788100242615
0,B2,v2_standard_10001_vertical_mid_2392,0,0.35795873403549194
0,B2,v2_standard_10001_vertical_mid_2478,1,0.281023234128952
0,B2,v2_standard_10001_vertical_mid_2892,0,0.28059762716293335
0,B2,v2_standard_10001_central_furniture_3228,1,0.2969842255115509
0,B2,v2_standard_10001_clear_3493,1,0.4220092296600342
0,B2,v2_standard_10001_central_furniture_3555,0,0.21755777299404144
0,B2,v2_standard_10001_central_furniture_3811,0,0.24846504628658295
0,B2,v2_standard_10001_clear_4042,0,0.25889962911605835
0,B2,v2_standard_10001_vertical_mid_4067,0,0.23416459560394287
0,B2,v2_standard_10001_central_furniture_4131,0,0.2765994071960449
0,B2,v2_standard_10001_vertical_mid_4259,0,0.4322136342525482
0,B2,v2_standard_10001_clear_4271,1,0.5955539345741272
0,B2,v2_standard_10001_central_furniture_4515,0,0.32272833585739136
0,B2,v2_standard_10001_central_furniture_4707,0,0.47719407081604004
0,B2,v2_standard_10001_central_furniture_4963,0,0.32552823424339294
0,B2,v2_standard_10001_clear_5091,0,0.5253291130065918
0,B2,v2_standard_10001_clear_5155,0,0.4862404465675354
0,B2,v2_standard_10001_central_furniture_5411,0,0.30645179748535156
0,B2,v2_standard_10001_clear_5601,0,0.32660019397735596
0,B2,v2_standard_10001_vertical_mid_5611,1,0.2660444378852844
0,B2,v2_standard_10002_clear_324,1,0.6001114249229431
0,B2,v2_standard_10002_clear_419,0,0.4984718859195709
0,B2,v2_standard_10002_vertical_mid_729,1,0.4150013029575348
0,B2,v2_standard_10002_vertical_mid_833,1,0.3616359829902649
0,B2,v2_standard_10002_vertical_mid_867,0,0.24841967225074768
0,B2,v2_standard_10002_clear_1059,0,0.5702932476997375
0,B2,v2_standard_10002_clear_1554,1,0.42774349451065063
0,B2,v2_standard_10002_clear_2083,0,0.5627404451370239
0,B2,v2_standard_10002_clear_2403,0,0.4696215093135834
0,B2,v2_standard_10002_central_furniture_2531,0,0.4183148443698883
0,B2,v2_standard_10002_vertical_mid_2571,0,0.39512550830841064
0,B2,v2_standard_10002_vertical_mid_2624,0,0.2798309028148651
0,B2,v2_standard_10002_clear_2900,0,0.3063088357448578
0,B2,v2_standard_10002_vertical_mid_2977,0,0.2229023575782776
0,B2,v2_standard_10002_central_furniture_3107,0,0.22433552145957947
0,B2,v2_standard_10002_vertical_mid_3112,0,0.25776031613349915
0,B2,v2_standard_10002_vertical_mid_3235,0,0.31119391322135925
0,B2,v2_standard_10002_central_furniture_3363,0,0.4106193780899048
0,B2,v2_standard_10002_central_furniture_3538,1,0.36475425958633423
0,B2,v2_standard_10002_central_furniture_3555,0,0.34163999557495117
0,B2,v2_standard_10002_vertical_mid_3625,0,0.24603228271007538
0,B2,v2_standard_10002_central_furniture_3758,1,0.41514432430267334
0,B2,v2_standard_10002_central_furniture_3875,0,0.4499012529850006
0,B2,v2_standard_10002_vertical_mid_4003,0,0.2476987987756729
0,B2,v2_standard_10002_central_furniture_4100,1,0.4924437403678894
0,B2,v2_standard_10002_central_furniture_4131,0,0.43422597646713257
0,B2,v2_standard_10002_central_furniture_4323,0,0.5072576999664307
0,B2,v2_standard_10002_vertical_mid_4449,1,0.35067737102508545
0,B2,v2_standard_10002_central_furniture_4515,0,0.41743096709251404
0,B2,v2_standard_10002_clear_4621,1,0.5748119354248047
0,B2,v2_standard_10002_vertical_mid_4771,0,0.28113940358161926
0,B2,v2_standard_10002_central_furniture_4852,1,0.3742351830005646
0,B2,v2_standard_10002_central_furniture_5334,1,0.2691247761249542
0,B2,v2_standard_10002_vertical_mid_5411,0,0.21100468933582306
0,B2,v2_standard_10002_vertical_mid_5433,1,0.40482431650161743
0,B2,v2_standard_10002_clear_5731,0,0.34744322299957275
0,B2,v2_standard_10003_vertical_mid_163,0,0.3136909604072571
0,B2,v2_standard_10003_vertical_mid_227,0,0.310128390789032
0,B2,v2_standard_10003_central_furniture_291,0,0.5458274483680725
0,B2,v2_standard_10003_central_furniture_355,0,0.4432374835014343
0,B2,v2_standard_10003_clear_547,0,0.2972726821899414
0,B2,v2_standard_10003_central_furniture_671,1,0.4775165021419525
0,B2,v2_standard_10003_vertical_mid_860,1,0.3025394082069397
0,B2,v2_standard_10003_vertical_mid_923,1,0.363919734954834
0,B2,v2_standard_10003_central_furniture_931,0,0.34155672788619995
0,B2,v2_standard_10003_vertical_mid_983,0,0.4756444990634918
0,B2,v2_standard_10003_clear_1099,1,0.3749336302280426
0,B2,v2_standard_10003_clear_1323,0,0.36067500710487366
0,B2,v2_standard_10003_central_furniture_1418,1,0.45147624611854553
0,B2,v2_standard_10003_vertical_mid_1443,0,0.3276432454586029
0,B2,v2_standard_10003_vertical_mid_1594,1,0.33056142926216125
0,B2,v2_standard_10003_vertical_mid_1995,0,0.3043350577354431
0,B2,v2_standard_10003_central_furniture_2019,0,0.2155040204524994
0,B2,v2_standard_10003_vertical_mid_2147,0,0.34582987427711487
0,B2,v2_standard_10003_clear_2809,0,0.39918792247772217
0,B2,v2_standard_10003_central_furniture_2979,0,0.20993942022323608
0,B2,v2_standard_10003_clear_3171,0,0.32160037755966187
0,B2,v2_standard_10003_clear_3256,1,0.4071493148803711
0,B2,v2_standard_10003_central_furniture_3619,0,0.19216565787792206
0,B2,v2_standard_10003_vertical_mid_3747,0,0.2915157675743103
0,B2,v2_standard_10003_clear_3939,0,0.38506096601486206
0,B2,v2_standard_10003_clear_4067,0,0.3414841592311859
0,B2,v2_standard_10003_vertical_mid_4260,1,0.4433494806289673
0,B2,v2_standard_10003_central_furniture_4451,0,0.4004586637020111
0,B2,v2_standard_10003_vertical_mid_4829,1,0.30086076259613037
0,B2,v2_standard_10003_central_furniture_5086,0,0.18753822147846222
0,B2,v2_standard_10003_clear_5451,1,0.44529569149017334
0,B2,v2_standard_10003_clear_5712,1,0.4402635395526886
0,B2,v2_standard_10003_central_furniture_5795,0,0.29195478558540344
0,B2,v2_standard_10003_central_furniture_5840,0,0.28770631551742554
0,B2,v2_standard_10003_clear_5859,0,0.338777095079422
0,B2,v2_standard_10003_clear_5962,1,0.4818059504032135
0,B2,v2_standard_10004_central_furniture_349,1,0.20377548038959503
0,B2,v2_standard_10004_vertical_mid_419,0,0.3108421564102173
0,B2,v2_standard_10004_vertical_mid_611,0,0.30383244156837463
0,B2,v2_standard_10004_clear_676,1,0.49064940214157104
0,B2,v2_standard_10004_central_furniture_788,1,0.3716965317726135
0,B2,v2_standard_10004_vertical_mid_808,0,0.2872757613658905
0,B2,v2_standard_10004_central_furniture_867,0,0.22418062388896942
0,B2,v2_standard_10004_central_furniture_967,1,0.5373153686523438
0,B2,v2_standard_10004_central_furniture_1123,0,0.4269086718559265
0,B2,v2_standard_10004_clear_1139,1,0.513237714767456
0,B2,v2_standard_10004_central_furniture_1210,0,0.38200464844703674
0,B2,v2_standard_10004_clear_1443,0,0.3823150098323822
0,B2,v2_standard_10004_vertical_mid_1955,0,0.293041855096817
0,B2,v2_standard_10004_vertical_mid_2083,0,0.343050092458725
0,B2,v2_standard_10004_central_furniture_2418,1,0.4857329726219177
0,B2,v2_standard_10004_clear_2807,0,0.4070700407028198
0,B2,v2_standard_10004_central_furniture_2915,0,0.17513754963874817
0,B2,v2_standard_10004_clear_3427,0,0.30540329217910767
0,B2,v2_standard_10004_vertical_mid_3447,1,0.2858209013938904
0,B2,v2_standard_10004_vertical_mid_3555,0,0.2662205100059509
0,B2,v2_standard_10004_central_furniture_3743,1,0.33363160490989685
0,B2,v2_standard_10004_clear_4033,1,0.4679814875125885
0,B2,v2_standard_10004_central_furniture_4052,1,0.36642736196517944
0,B2,v2_standard_10004_central_furniture_4131,0,0.2534125745296478
0,B2,v2_standard_10004_central_furniture_4259,0,0.22096101939678192
0,B2,v2_standard_10004_clear_4382,0,0.2912701964378357
0,B2,v2_standard_10004_central_furniture_4387,0,0.20860880613327026
0,B2,v2_standard_10004_central_furniture_4491,1,0.3250822424888611
0,B2,v2_standard_10004_clear_4515,0,0.4072829484939575
0,B2,v2_standard_10004_vertical_mid_4577,1,0.3145434558391571
0,B2,v2_standard_10004_vertical_mid_4643,0,0.29093268513679504
0,B2,v2_standard_10004_clear_5163,0,0.26863664388656616
0,B2,v2_standard_10004_vertical_mid_5475,0,0.32553330063819885
0,B2,v2_standard_10004_vertical_mid_5603,0,0.3027649223804474
0,B2,v2_standard_10004_central_furniture_5731,0,0.22107309103012085
0,B2,v2_standard_10004_central_furniture_5780,0,0.19319240748882294
0,B2,v2_harsh_10001_vertical_mid_163,0,0.20632542669773102
0,B2,v2_harsh_10001_vertical_mid_227,0,0.20239770412445068
0,B2,v2_harsh_10001_vertical_mid_233,0,0.22412437200546265
0,B2,v2_harsh_10001_central_furniture_739,0,0.18523772060871124
0,B2,v2_harsh_10001_clear_1034,0,0.3937915563583374
