label,abnormal_frames,endpoint_abnormal,last5_abnormal,first_abnormal_offset,last_abnormal_offset,split,facility,recording_id,start,last_abnormal_age_frames,strict_fall_frames
1,1,0,0,13,13,train,standard,standard_302,372,50,0
0,0,0,0,-1,-1,train,standard,standard_302,388,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,404,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,420,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,436,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,452,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,468,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,484,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,500,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,516,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,532,-1,0
1,3,0,1,59,61,train,standard,standard_302,548,2,0
1,3,0,0,43,45,train,standard,standard_302,564,18,0
1,3,0,0,27,29,train,standard,standard_302,580,34,0
1,3,0,0,11,13,train,standard,standard_302,596,50,0
0,0,0,0,-1,-1,train,standard,standard_302,612,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,628,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,644,-1,0
0,0,0,0,-1,-1,train,standard,standard_302,660,-1,0
1,1,0,0,48,48,train,standard,standard_302,676,15,0
1,2,0,0,32,52,train,standard,standard_302,692,11,0
1,2,0,0,16,36,train,standard,standard_302,708,27,0
1,2,0,0,0,20,train,standard,standard_302,724,43,0
0,0,0,0,-1,-1,train,harsh,harsh_301,100,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,116,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,132,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,148,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,164,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,180,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,196,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,212,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,228,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,244,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,260,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,276,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,292,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,308,-1,0
1,1,0,0,50,50,train,harsh,harsh_301,324,13,0
1,1,0,0,34,34,train,harsh,harsh_301,340,29,0
1,2,0,0,18,56,train,harsh,harsh_301,356,7,0
1,3,0,1,2,60,train,harsh,harsh_301,372,3,0
1,4,1,1,24,63,train,harsh,harsh_301,388,0,0
1,4,0,0,8,47,train,harsh,harsh_301,404,16,0
1,3,0,0,12,31,train,harsh,harsh_301,420,32,0
1,2,0,0,14,15,train,harsh,harsh_301,436,48,0
0,0,0,0,-1,-1,train,harsh,harsh_301,452,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,468,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,484,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,500,-1,0
1,2,0,0,51,52,train,harsh,harsh_301,516,11,0
1,2,0,0,35,36,train,harsh,harsh_301,532,27,0
1,2,0,0,19,20,train,harsh,harsh_301,548,43,0
1,2,0,0,3,4,train,harsh,harsh_301,564,59,0
0,0,0,0,-1,-1,train,harsh,harsh_301,580,-1,0
1,2,0,0,55,56,train,harsh,harsh_301,596,7,0
1,3,0,1,39,61,train,harsh,harsh_301,612,2,0
1,3,0,0,23,45,train,harsh,harsh_301,628,18,0
1,3,0,0,7,29,train,harsh,harsh_301,644,34,0
1,1,0,0,13,13,train,harsh,harsh_301,660,50,0
0,0,0,0,-1,-1,train,harsh,harsh_301,676,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,692,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,708,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_301,724,-1,0
1,1,0,0,39,39,train,harsh,harsh_302,100,24,0
1,1,0,0,23,23,train,harsh,harsh_302,116,40,0
1,1,0,0,7,7,train,harsh,harsh_302,132,56,0
0,0,0,0,-1,-1,train,harsh,harsh_302,148,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,164,-1,0
1,1,0,0,58,58,train,harsh,harsh_302,180,5,0
1,1,0,0,42,42,train,harsh,harsh_302,196,21,0
1,1,0,0,26,26,train,harsh,harsh_302,212,37,0
1,1,0,0,10,10,train,harsh,harsh_302,228,53,0
0,0,0,0,-1,-1,train,harsh,harsh_302,244,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,260,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,276,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,292,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,308,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,324,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,340,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,356,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,372,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,388,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,404,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,420,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,436,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,452,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,468,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,484,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,500,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,516,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,532,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,548,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,564,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,580,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,596,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,612,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,628,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,644,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,660,-1,0
0,0,0,0,-1,-1,train,harsh,harsh_302,676,-1,0
1,3,0,0,49,53,train,harsh,harsh_302,692,10,0
1,3,0,0,33,37,train,harsh,harsh_302,708,26,0
1,3,0,0,17,21,train,harsh,harsh_302,724,42,0
0,0,0,0,-1,-1,calibration,standard,standard_401,100,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,116,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,132,-1,0
1,2,0,0,48,55,calibration,standard,standard_401,148,8,0
1,2,0,0,32,39,calibration,standard,standard_401,164,24,0
1,4,0,1,16,61,calibration,standard,standard_401,180,2,0
1,4,0,0,0,45,calibration,standard,standard_401,196,18,0
1,2,0,0,20,29,calibration,standard,standard_401,212,34,0
1,2,0,0,4,13,calibration,standard,standard_401,228,50,0
0,0,0,0,-1,-1,calibration,standard,standard_401,244,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,260,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,276,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,292,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,308,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,324,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,340,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,356,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,372,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,388,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,404,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,420,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,436,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,452,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,468,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,484,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,500,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,516,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,532,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,548,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,564,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,580,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,596,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,612,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,628,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,644,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,660,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,676,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,692,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,708,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_401,724,-1,0
1,1,0,0,24,24,calibration,standard,standard_402,100,39,0
1,1,0,0,8,8,calibration,standard,standard_402,116,55,0
0,0,0,0,-1,-1,calibration,standard,standard_402,132,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,148,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,164,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,180,-1,0
1,1,0,0,57,57,calibration,standard,standard_402,196,6,0
1,1,0,0,41,41,calibration,standard,standard_402,212,22,0
1,1,0,0,25,25,calibration,standard,standard_402,228,38,0
1,3,0,0,9,50,calibration,standard,standard_402,244,13,0
1,2,0,0,33,34,calibration,standard,standard_402,260,29,0
1,2,0,0,17,18,calibration,standard,standard_402,276,45,0
1,2,0,0,1,2,calibration,standard,standard_402,292,61,0
0,0,0,0,-1,-1,calibration,standard,standard_402,308,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,324,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,340,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,356,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,372,-1,0
1,2,1,1,62,63,calibration,standard,standard_402,388,0,0
1,2,0,0,46,47,calibration,standard,standard_402,404,16,0
1,2,0,0,30,31,calibration,standard,standard_402,420,32,0
1,2,0,0,14,15,calibration,standard,standard_402,436,48,0
1,2,1,1,53,63,calibration,standard,standard_402,452,0,0
1,2,0,0,37,47,calibration,standard,standard_402,468,16,0
1,3,1,1,21,63,calibration,standard,standard_402,484,0,0
1,3,0,0,5,47,calibration,standard,standard_402,500,16,0
1,1,0,0,31,31,calibration,standard,standard_402,516,32,0
1,1,0,0,15,15,calibration,standard,standard_402,532,48,0
0,0,0,0,-1,-1,calibration,standard,standard_402,548,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,564,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,580,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,596,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,612,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,628,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,644,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,660,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,676,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,692,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,708,-1,0
0,0,0,0,-1,-1,calibration,standard,standard_402,724,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,100,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,116,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,132,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,148,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,164,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,180,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,196,-1,0
1,1,0,1,62,62,calibration,harsh,harsh_401,212,1,0
1,1,0,0,46,46,calibration,harsh,harsh_401,228,17,0
1,1,0,0,30,30,calibration,harsh,harsh_401,244,33,0
1,1,0,0,14,14,calibration,harsh,harsh_401,260,49,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,276,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,292,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,308,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,324,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,340,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,356,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,372,-1,0
1,2,0,0,57,58,calibration,harsh,harsh_401,388,5,0
1,2,0,0,41,42,calibration,harsh,harsh_401,404,21,0
1,2,0,0,25,26,calibration,harsh,harsh_401,420,37,0
1,2,0,0,9,10,calibration,harsh,harsh_401,436,53,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,452,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,468,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,484,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,500,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,516,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,532,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,548,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,564,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,580,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,596,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,612,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,628,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,644,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,660,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,676,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,692,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,708,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_401,724,-1,0
1,2,0,0,14,34,calibration,harsh,harsh_402,100,29,0
1,1,0,0,18,18,calibration,harsh,harsh_402,116,45,0
1,1,0,0,2,2,calibration,harsh,harsh_402,132,61,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,148,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,164,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,180,-1,0
1,1,0,0,56,56,calibration,harsh,harsh_402,196,7,0
1,1,0,0,40,40,calibration,harsh,harsh_402,212,23,0
1,2,0,1,24,62,calibration,harsh,harsh_402,228,1,0
1,3,0,0,8,54,calibration,harsh,harsh_402,244,9,0
1,3,0,1,30,61,calibration,harsh,harsh_402,260,2,0
1,3,0,0,14,45,calibration,harsh,harsh_402,276,18,0
1,3,0,0,6,56,calibration,harsh,harsh_402,292,7,0
1,2,0,0,13,40,calibration,harsh,harsh_402,308,23,0
1,1,0,0,24,24,calibration,harsh,harsh_402,324,39,0
1,1,0,0,8,8,calibration,harsh,harsh_402,340,55,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,356,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,372,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,388,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,404,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,420,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,436,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,452,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,468,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,484,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,500,-1,0
1,1,1,1,63,63,calibration,harsh,harsh_402,516,0,0
1,1,0,0,47,47,calibration,harsh,harsh_402,532,16,0
1,2,0,0,31,56,calibration,harsh,harsh_402,548,7,0
1,2,0,0,15,40,calibration,harsh,harsh_402,564,23,0
1,1,0,0,24,24,calibration,harsh,harsh_402,580,39,0
1,1,0,0,8,8,calibration,harsh,harsh_402,596,55,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,612,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,628,-1,0
1,1,0,0,54,54,calibration,harsh,harsh_402,644,9,0
1,1,0,0,38,38,calibration,harsh,harsh_402,660,25,0
1,1,0,0,22,22,calibration,harsh,harsh_402,676,41,0
1,1,0,0,6,6,calibration,harsh,harsh_402,692,57,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,708,-1,0
0,0,0,0,-1,-1,calibration,harsh,harsh_402,724,-1,0
1,1,1,1,63,63,test,standard,standard_501,100,0,0
1,2,0,1,47,59,test,standard,standard_501,116,4,0
1,2,0,0,31,43,test,standard,standard_501,132,20,0
1,2,0,0,15,27,test,standard,standard_501,148,36,0
1,1,0,0,11,11,test,standard,standard_501,164,52,0
0,0,0,0,-1,-1,test,standard,standard_501,180,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,196,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,212,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,228,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,244,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,260,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,276,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,292,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,308,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,324,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,340,-1,0
1,2,0,0,52,53,test,standard,standard_501,356,10,0
1,2,0,0,36,37,test,standard,standard_501,372,26,0
1,2,0,0,20,21,test,standard,standard_501,388,42,0
1,2,0,0,4,5,test,standard,standard_501,404,58,0
0,0,0,0,-1,-1,test,standard,standard_501,420,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,436,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,452,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,468,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,484,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,500,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,516,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,532,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,548,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,564,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,580,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,596,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,612,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,628,-1,0
0,0,0,0,-1,-1,test,standard,standard_501,644,-1,0
1,1,0,0,58,58,test,standard,standard_501,660,5,0
1,1,0,0,42,42,test,standard,standard_501,676,21,0
1,1,0,0,26,26,test,standard,standard_501,692,37,0
1,1,0,0,10,10,test,standard,standard_501,708,53,0
0,0,0,0,-1,-1,test,standard,standard_501,724,-1,0
1,2,0,0,33,34,test,standard,standard_502,100,29,0
1,2,0,0,17,18,test,standard,standard_502,116,45,0
1,2,0,0,1,2,test,standard,standard_502,132,61,0
0,0,0,0,-1,-1,test,standard,standard_502,148,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,164,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,180,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,196,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,212,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,228,-1,0
1,1,0,0,57,57,test,standard,standard_502,244,6,0
1,1,0,0,41,41,test,standard,standard_502,260,22,0
1,2,0,0,25,57,test,standard,standard_502,276,6,0
1,2,0,0,9,41,test,standard,standard_502,292,22,0
1,1,0,0,25,25,test,standard,standard_502,308,38,0
1,1,0,0,9,9,test,standard,standard_502,324,54,0
0,0,0,0,-1,-1,test,standard,standard_502,340,-1,0
1,2,1,1,62,63,test,standard,standard_502,356,0,0
1,2,0,0,46,47,test,standard,standard_502,372,16,0
1,2,0,0,30,31,test,standard,standard_502,388,32,0
1,3,0,0,14,50,test,standard,standard_502,404,13,0
1,1,0,0,34,34,test,standard,standard_502,420,29,0
1,1,0,0,18,18,test,standard,standard_502,436,45,0
1,2,0,1,2,62,test,standard,standard_502,452,1,0
1,1,0,0,46,46,test,standard,standard_502,468,17,0
1,1,0,0,30,30,test,standard,standard_502,484,33,0
1,1,0,0,14,14,test,standard,standard_502,500,49,0
0,0,0,0,-1,-1,test,standard,standard_502,516,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,532,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,548,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,564,-1,0
1,1,0,0,53,53,test,standard,standard_502,580,10,0
1,1,0,0,37,37,test,standard,standard_502,596,26,0
1,1,0,0,21,21,test,standard,standard_502,612,42,0
1,1,0,0,5,5,test,standard,standard_502,628,58,0
0,0,0,0,-1,-1,test,standard,standard_502,644,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,660,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,676,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,692,-1,0
0,0,0,0,-1,-1,test,standard,standard_502,708,-1,0
1,1,0,0,57,57,test,standard,standard_502,724,6,0
0,0,0,0,-1,-1,test,harsh,harsh_501,100,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,116,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,132,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,148,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,164,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,180,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,196,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,212,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,228,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,244,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,260,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,276,-1,0
1,2,1,1,62,63,test,harsh,harsh_501,292,0,0
1,2,0,0,46,47,test,harsh,harsh_501,308,16,0
1,2,0,0,30,31,test,harsh,harsh_501,324,32,0
1,2,0,0,14,15,test,harsh,harsh_501,340,48,0
0,0,0,0,-1,-1,test,harsh,harsh_501,356,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,372,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,388,-1,0
1,1,0,0,56,56,test,harsh,harsh_501,404,7,0
1,1,0,0,40,40,test,harsh,harsh_501,420,23,0
1,1,0,0,24,24,test,harsh,harsh_501,436,39,0
1,1,0,0,8,8,test,harsh,harsh_501,452,55,0
0,0,0,0,-1,-1,test,harsh,harsh_501,468,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,484,-1,0
1,4,0,1,57,60,test,harsh,harsh_501,500,3,4
1,4,0,0,41,44,test,harsh,harsh_501,516,19,4
1,4,0,0,25,28,test,harsh,harsh_501,532,35,4
1,5,0,0,9,54,test,harsh,harsh_501,548,9,4
1,1,0,0,38,38,test,harsh,harsh_501,564,25,0
1,1,0,0,22,22,test,harsh,harsh_501,580,41,0
1,1,0,0,6,6,test,harsh,harsh_501,596,57,0
0,0,0,0,-1,-1,test,harsh,harsh_501,612,-1,0
1,1,0,0,48,48,test,harsh,harsh_501,628,15,0
1,1,0,0,32,32,test,harsh,harsh_501,644,31,0
1,1,0,0,16,16,test,harsh,harsh_501,660,47,0
1,1,0,0,0,0,test,harsh,harsh_501,676,63,0
0,0,0,0,-1,-1,test,harsh,harsh_501,692,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,708,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_501,724,-1,0
0,0,0,0,-1,-1,test,harsh,harsh_502,100,-1,0
