recording_id,endpoint,event_id,event_onset,event_end,event_subtype,label,kind
v2_standard_10004,5780,v2_standard_10004_event5777,5777,5779,NEAR_FALL,0,near_fall
v2_standard_10001,1373,v2_standard_10001_event1371,1371,1372,NEAR_FALL,0,near_fall
v2_standard_10002,2977,v2_standard_10002_event2974,2974,2976,NEAR_FALL,0,near_fall
v2_standard_10003,2809,v2_standard_10003_event2807,2807,2808,NEAR_FALL,0,near_fall
v2_standard_10004,1210,v2_standard_10004_event1208,1208,1209,NEAR_FALL,0,near_fall
v2_standard_10001,4042,v2_standard_10001_event4040,4040,4041,NEAR_FALL,0,near_fall
v2_standard_10002,2900,v2_standard_10002_event2898,2898,2899,NEAR_FALL,0,near_fall
v2_standard_10003,5840,v2_standard_10003_event5838,5838,5839,NEAR_FALL,0,near_fall
v2_standard_10004,4382,v2_standard_10004_event4379,4379,4381,NEAR_FALL,0,near_fall
v2_standard_10001,1059,,-1,-1,WALKING,0,adl
v2_standard_10002,867,,-1,-1,TRANSITION,0,adl
v2_standard_10003,4067,,-1,-1,STATIONARY,0,adl
v2_standard_10004,5731,,-1,-1,TRANSITION,0,adl
v2_standard_10001,2339,,-1,-1,STATIONARY,0,adl
v2_standard_10002,3235,,-1,-1,STATIONARY,0,adl
v2_standard_10003,4451,,-1,-1,WALKING,0,adl
v2_standard_10004,4131,,-1,-1,STATIONARY,0,adl
v2_standard_10001,1571,,-1,-1,WALKING,0,adl
v2_standard_10002,3363,,-1,-1,WALKING,0,adl
v2_standard_10003,3171,,-1,-1,STATIONARY,0,adl
v2_standard_10004,4259,,-1,-1,WALKING,0,adl
v2_standard_10001,3555,,-1,-1,TRANSITION,0,adl
v2_standard_10002,4003,,-1,-1,TRANSITION,0,adl
v2_standard_10003,5859,,-1,-1,STATIONARY,0,adl
v2_standard_10004,4515,,-1,-1,STATIONARY,0,adl
v2_standard_10001,4131,,-1,-1,TRANSITION,0,adl
v2_standard_10002,2403,,-1,-1,STATIONARY,0,adl
v2_standard_10003,1443,,-1,-1,STATIONARY,0,adl
v2_standard_10004,611,,-1,-1,WALKING,0,adl
v2_standard_10001,3811,,-1,-1,TRANSITION,0,adl
v2_standard_10002,2083,,-1,-1,WALKING,0,adl
v2_standard_10003,3747,,-1,-1,STATIONARY,0,adl
v2_standard_10004,5475,,-1,-1,WALKING,0,adl
v2_standard_10001,1315,,-1,-1,WALKING,0,adl
v2_standard_10002,4323,,-1,-1,TRANSITION,0,adl
v2_standard_10003,547,,-1,-1,WALKING,0,adl
v2_standard_10004,3427,,-1,-1,STATIONARY,0,adl
v2_standard_10001,4259,,-1,-1,STATIONARY,0,adl
v2_standard_10002,3555,,-1,-1,STATIONARY,0,adl
v2_standard_10003,163,,-1,-1,STATIONARY,0,adl
v2_standard_10004,2083,,-1,-1,STATIONARY,0,adl
v2_standard_10001,4067,,-1,-1,STATIONARY,0,adl
v2_standard_10002,1059,,-1,-1,TRANSITION,0,adl
v2_standard_10003,3939,,-1,-1,WALKING,0,adl
v2_standard_10004,5603,,-1,-1,TRANSITION,0,adl
v2_standard_10001,5155,,-1,-1,TRANSITION,0,adl
v2_standard_10002,4131,,-1,-1,STATIONARY,0,adl
v2_standard_10003,227,,-1,-1,WALKING,0,adl
v2_standard_10004,867,,-1,-1,TRANSITION,0,adl
v2_standard_10001,5411,,-1,-1,TRANSITION,0,adl
v2_standard_10002,5731,,-1,-1,WALKING,0,adl
v2_standard_10003,3619,,-1,-1,WALKING,0,adl
v2_standard_10004,1123,,-1,-1,TRANSITION,0,adl
v2_standard_10001,4963,,-1,-1,WALKING,0,adl
v2_standard_10002,4771,,-1,-1,STATIONARY,0,adl
v2_standard_10003,2979,,-1,-1,TRANSITION,0,adl
v2_standard_10004,1443,,-1,-1,STATIONARY,0,adl
v2_standard_10001,4515,,-1,-1,STATIONARY,0,adl
v2_standard_10002,2531,,-1,-1,TRANSITION,0,adl
v2_standard_10003,5795,,-1,-1,WALKING,0,adl
v2_standard_10004,419,,-1,-1,WALKING,0,adl
v2_standard_10001,5091,,-1,-1,STATIONARY,0,adl
v2_standard_10002,419,,-1,-1,WALKING,0,adl
v2_standard_10003,2147,,-1,-1,TRANSITION,0,adl
v2_standard_10004,2915,,-1,-1,TRANSITION,0,adl
v2_standard_10001,163,,-1,-1,STATIONARY,0,adl
v2_standard_10002,5411,,-1,-1,WALKING,0,adl
v2_standard_10003,355,,-1,-1,STATIONARY,0,adl
v2_standard_10004,3555,,-1,-1,STATIONARY,0,adl
v2_standard_10001,4707,,-1,-1,WALKING,0,adl
v2_standard_10002,3875,,-1,-1,STATIONARY,0,adl
v2_standard_10003,291,,-1,-1,STATIONARY,0,adl
v2_standard_10004,1955,,-1,-1,STATIONARY,0,adl
v2_standard_10001,931,,-1,-1,TRANSITION,0,adl
v2_standard_10002,4515,,-1,-1,WALKING,0,adl
v2_standard_10003,931,,-1,-1,TRANSITION,0,adl
v2_standard_10004,4387,,-1,-1,TRANSITION,0,adl
v2_standard_10001,419,,-1,-1,TRANSITION,0,adl
v2_standard_10002,3107,,-1,-1,STATIONARY,0,adl
v2_standard_10003,2019,,-1,-1,WALKING,0,adl
v2_standard_10004,4643,,-1,-1,STATIONARY,0,adl
v2_harsh_10001,1668,v2_harsh_10001_event1666,1666,1671,FALL,1,fall
v2_harsh_10002,3137,v2_harsh_10002_event3135,3135,3148,FALL,1,fall
v2_harsh_10003,3670,v2_harsh_10003_event3668,3668,3671,RECOVERED_FALL,1,fall
v2_harsh_10004,1977,v2_harsh_10004_event1975,1975,1980,FALL,1,fall
v2_harsh_10001,5624,v2_harsh_10001_event5622,5622,5627,FALL,1,fall
v2_harsh_10002,5745,v2_harsh_10002_event5743,5743,5746,FALL,1,fall
v2_harsh_10003,4960,v2_harsh_10003_event4958,4958,4963,RECOVERED_FALL,1,fall
v2_harsh_10004,1877,v2_harsh_10004_event1875,1875,1880,RECOVERED_FALL,1,fall
v2_harsh_10001,4951,v2_harsh_10001_event4949,4949,4952,RECOVERED_FALL,1,fall
v2_harsh_10002,867,v2_harsh_10002_event865,865,869,RECOVERED_FALL,1,fall
v2_harsh_10003,5901,v2_harsh_10003_event5899,5899,5903,RECOVERED_FALL,1,fall
v2_harsh_10004,4781,v2_harsh_10004_event4779,4779,4786,FALL,1,fall
v2_harsh_10001,2374,v2_harsh_10001_event2372,2372,2376,FALL,1,fall
v2_harsh_10002,2902,v2_harsh_10002_event2900,2900,2905,RECOVERED_FALL,1,fall
v2_harsh_10003,1944,v2_harsh_10003_event1942,1942,1946,RECOVERED_FALL,1,fall
v2_harsh_10004,3247,v2_harsh_10004_event3245,3245,3248,RECOVERED_FALL,1,fall
v2_harsh_10001,5659,v2_harsh_10001_event5657,5657,5677,FALL,1,fall
v2_harsh_10002,4283,v2_harsh_10002_event4281,4281,4289,FALL,1,fall
v2_harsh_10003,1888,v2_harsh_10003_event1886,1886,1891,RECOVERED_FALL,1,fall
v2_harsh_10004,5108,v2_harsh_10004_event5106,5106,5109,FALL,1,fall
v2_harsh_10001,5734,v2_harsh_10001_event5732,5732,5735,FALL,1,fall
v2_harsh_10002,3527,v2_harsh_10002_event3525,3525,3528,FALL,1,fall
v2_harsh_10003,1128,v2_harsh_10003_event1126,1126,1133,FALL,1,fall
v2_harsh_10004,242,v2_harsh_10004_event240,240,243,FALL,1,fall
v2_harsh_10001,1137,v2_harsh_10001_event1135,1135,1147,FALL,1,fall
v2_harsh_10002,3802,v2_harsh_10002_event3800,3800,3805,RECOVERED_FALL,1,fall
v2_harsh_10003,2247,v2_harsh_10003_event2245,2245,2260,RECOVERED_FALL,1,fall
v2_harsh_10004,5383,v2_harsh_10004_event5381,5381,5385,RECOVERED_FALL,1,fall
v2_harsh_10001,3419,v2_harsh_10001_event3417,3417,3427,FALL,1,fall
v2_harsh_10002,5462,v2_harsh_10002_event5460,5460,5468,RECOVERED_FALL,1,fall
v2_harsh_10003,2633,v2_harsh_10003_event2631,2631,2636,FALL,1,fall
v2_harsh_10004,4347,v2_harsh_10004_event4345,4345,4350,FALL,1,fall
v2_harsh_10001,4578,v2_harsh_10001_event4576,4576,4579,FALL,1,fall
v2_harsh_10002,1100,v2_harsh_10002_event1098,1098,1104,RECOVERED_FALL,1,fall
v2_harsh_10003,916,v2_harsh_10003_event914,914,919,FALL,1,fall
v2_harsh_10004,464,v2_harsh_10004_event462,462,471,FALL,1,fall
v2_harsh_10001,4541,v2_harsh_10001_event4539,4539,4545,RECOVERED_FALL,1,fall
v2_harsh_10002,3555,v2_harsh_10002_event3553,3553,3556,FALL,1,fall
v2_harsh_10003,3665,v2_harsh_10003_event3663,3663,3667,FALL,1,fall
v2_harsh_10004,5888,v2_harsh_10004_event5886,5886,5892,RECOVERED_FALL,1,fall
v2_harsh_10001,2834,v2_harsh_10001_event2832,2832,2838,FALL,1,fall
v2_harsh_10002,1533,v2_harsh_10002_event1531,1531,1538,FALL,1,fall
v2_harsh_10003,580,v2_harsh_10003_event578,578,584,FALL,1,fall
v2_harsh_10004,5540,v2_harsh_10004_event5538,5538,5541,RECOVERED_FALL,1,fall
v2_harsh_10001,4128,v2_harsh_10001_event4126,4126,4133,RECOVERED_FALL,1,fall
v2_harsh_10002,1590,v2_harsh_10002_event1588,1588,1597,RECOVERED_FALL,1,fall
v2_harsh_10003,3542,v2_harsh_10003_event3540,3540,3544,RECOVERED_FALL,1,fall
v2_harsh_10004,184,v2_harsh_10004_event182,182,185,RECOVERED_FALL,1,fall
v2_harsh_10001,5445,v2_harsh_10001_event5442,5442,5444,NEAR_FALL,0,near_fall
v2_harsh_10002,727,v2_harsh_10002_event725,725,726,NEAR_FALL,0,near_fall
v2_harsh_10003,3530,v2_harsh_10003_event3527,3527,3529,NEAR_FALL,0,near_fall
v2_harsh_10004,1385,v2_harsh_10004_event1382,1382,1384,NEAR_FALL,0,near_fall
v2_harsh_10001,3447,v2_harsh_10001_event3444,3444,3446,NEAR_FALL,0,near_fall
v2_harsh_10002,4369,v2_harsh_10002_event4367,4367,4368,NEAR_FALL,0,near_fall
v2_harsh_10003,2534,v2_harsh_10003_event2532,2532,2533,NEAR_FALL,0,near_fall
v2_harsh_10004,3545,v2_harsh_10004_event3543,3543,3544,NEAR_FALL,0,near_fall
v2_harsh_10001,4310,v2_harsh_10001_event4308,4308,4309,NEAR_FALL,0,near_fall
v2_harsh_10002,1153,v2_harsh_10002_event1151,1151,1152,NEAR_FALL,0,near_fall
v2_harsh_10003,5858,v2_harsh_10003_event5856,5856,5857,NEAR_FALL,0,near_fall
v2_harsh_10004,4936,v2_harsh_10004_event4934,4934,4935,NEAR_FALL,0,near_fall
v2_harsh_10001,1493,v2_harsh_10001_event1490,1490,1492,NEAR_FALL,0,near_fall
v2_harsh_10002,2551,v2_harsh_10002_event2548,2548,2550,NEAR_FALL,0,near_fall
v2_harsh_10003,3415,v2_harsh_10003_event3412,3412,3414,NEAR_FALL,0,near_fall
v2_harsh_10004,249,v2_harsh_10004_event246,246,248,NEAR_FALL,0,near_fall
v2_harsh_10001,233,v2_harsh_10001_event231,231,232,NEAR_FALL,0,near_fall
v2_harsh_10002,5326,v2_harsh_10002_event5324,5324,5325,NEAR_FALL,0,near_fall
v2_harsh_10003,4282,v2_harsh_10003_event4279,4279,4281,NEAR_FALL,0,near_fall
v2_harsh_10004,4874,v2_harsh_10004_event4871,4871,4873,NEAR_FALL,0,near_fall
v2_harsh_10001,1034,v2_harsh_10001_event1032,1032,1033,NEAR_FALL,0,near_fall
v2_harsh_10002,824,v2_harsh_10002_event822,822,823,NEAR_FALL,0,near_fall
v2_harsh_10003,2710,v2_harsh_10003_event2707,2707,2709,NEAR_FALL,0,near_fall
v2_harsh_10004,2634,v2_harsh_10004_event2631,2631,2633,NEAR_FALL,0,near_fall
v2_harsh_10001,4835,,-1,-1,WALKING,0,adl
v2_harsh_10002,3939,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,5923,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,1443,,-1,-1,WALKING,0,adl
v2_harsh_10001,3939,,-1,-1,STATIONARY,0,adl
v2_harsh_10002,3043,,-1,-1,WALKING,0,adl
v2_harsh_10003,931,,-1,-1,WALKING,0,adl
v2_harsh_10004,3363,,-1,-1,WALKING,0,adl
v2_harsh_10001,5411,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,2211,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,1763,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,2531,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,5155,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,1187,,-1,-1,WALKING,0,adl
v2_harsh_10003,4643,,-1,-1,WALKING,0,adl
v2_harsh_10004,2275,,-1,-1,STATIONARY,0,adl
v2_harsh_10001,5603,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,3811,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,3491,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,1827,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,2083,,-1,-1,WALKING,0,adl
v2_harsh_10002,995,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,5411,,-1,-1,WALKING,0,adl
v2_harsh_10004,4387,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,2339,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,5411,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,2595,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,2659,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,2531,,-1,-1,STATIONARY,0,adl
v2_harsh_10002,227,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,5155,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,355,,-1,-1,WALKING,0,adl
v2_harsh_10001,739,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,2403,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,3683,,-1,-1,STATIONARY,0,adl
v2_harsh_10004,3619,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,3875,,-1,-1,WALKING,0,adl
v2_harsh_10002,4579,,-1,-1,WALKING,0,adl
v2_harsh_10003,3363,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,1059,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,4643,,-1,-1,WALKING,0,adl
v2_harsh_10002,163,,-1,-1,WALKING,0,adl
v2_harsh_10003,1571,,-1,-1,WALKING,0,adl
v2_harsh_10004,163,,-1,-1,WALKING,0,adl
v2_harsh_10001,1251,,-1,-1,STATIONARY,0,adl
v2_harsh_10002,1443,,-1,-1,STATIONARY,0,adl
v2_harsh_10003,3555,,-1,-1,WALKING,0,adl
v2_harsh_10004,5091,,-1,-1,WALKING,0,adl
v2_harsh_10001,4195,,-1,-1,WALKING,0,adl
v2_harsh_10002,2467,,-1,-1,WALKING,0,adl
v2_harsh_10003,227,,-1,-1,STATIONARY,0,adl
v2_harsh_10004,867,,-1,-1,WALKING,0,adl
v2_harsh_10001,2851,,-1,-1,WALKING,0,adl
v2_harsh_10002,483,,-1,-1,WALKING,0,adl
v2_harsh_10003,291,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,5667,,-1,-1,WALKING,0,adl
v2_harsh_10001,227,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,5347,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,3747,,-1,-1,TRANSITION,0,adl
v2_harsh_10004,4579,,-1,-1,TRANSITION,0,adl
v2_harsh_10001,4387,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,3747,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,4195,,-1,-1,STATIONARY,0,adl
v2_harsh_10004,1315,,-1,-1,WALKING,0,adl
v2_harsh_10001,163,,-1,-1,STATIONARY,0,adl
v2_harsh_10002,4387,,-1,-1,TRANSITION,0,adl
v2_harsh_10003,163,,-1,-1,STATIONARY,0,adl
v2_harsh_10004,2147,,-1,-1,WALKING,0,adl
v2_harsh_10001,5475,,-1,-1,TRANSITION,0,adl
v2_harsh_10002,291,,-1,-1,WALKING,0,adl
v2_harsh_10003,4451,,-1,-1,WALKING,0,adl
v2_harsh_10004,931,,-1,-1,STATIONARY,0,adl
v2_standard_13001,1309,v2_standard_13001_event1307,1307,1315,FALL,1,fall
v2_standard_13002,4298,v2_standard_13002_event4296,4296,4303,FALL,1,fall
v2_standard_13001,4135,v2_standard_13001_event4133,4133,4150,RECOVERED_FALL,1,fall
v2_standard_13002,2624,v2_standard_13002_event2622,2622,2627,FALL,1,fall
v2_standard_13001,3990,v2_standard_13001_event3988,3988,3996,RECOVERED_FALL,1,fall
v2_standard_13002,5225,v2_standard_13002_event5223,5223,5226,FALL,1,fall
v2_standard_13001,2077,v2_standard_13001_event2075,2075,2078,FALL,1,fall
v2_standard_13002,5840,v2_standard_13002_event5838,5838,5846,FALL,1,fall
v2_standard_13001,2495,v2_standard_13001_event2493,2493,2496,RECOVERED_FALL,1,fall
v2_standard_13002,254,v2_standard_13002_event252,252,255,RECOVERED_FALL,1,fall
v2_standard_13001,1669,v2_standard_13001_event1667,1667,1673,FALL,1,fall
v2_standard_13002,5304,v2_standard_13002_event5302,5302,5308,FALL,1,fall
v2_standard_13001,3605,v2_standard_13001_event3603,3603,3611,FALL,1,fall
v2_standard_13002,1572,v2_standard_13002_event1570,1570,1581,FALL,1,fall
v2_standard_13001,1183,v2_standard_13001_event1181,1181,1184,RECOVERED_FALL,1,fall
v2_standard_13002,1391,v2_standard_13002_event1389,1389,1396,FALL,1,fall
v2_standard_13001,1145,v2_standard_13001_event1143,1143,1146,RECOVERED_FALL,1,fall
v2_standard_13002,5451,v2_standard_13002_event5449,5449,5457,FALL,1,fall
v2_standard_13001,2879,v2_standard_13001_event2877,2877,2880,FALL,1,fall
v2_standard_13002,397,v2_standard_13002_event395,395,406,RECOVERED_FALL,1,fall
v2_standard_13001,3153,v2_standard_13001_event3151,3151,3155,FALL,1,fall
v2_standard_13002,4704,v2_standard_13002_event4702,4702,4706,FALL,1,fall
v2_standard_13001,363,v2_standard_13001_event361,361,367,RECOVERED_FALL,1,fall
v2_standard_13002,3306,v2_standard_13002_event3304,3304,3309,FALL,1,fall
v2_standard_13001,1839,v2_standard_13001_event1837,1837,1838,NEAR_FALL,0,near_fall
v2_standard_13002,1894,v2_standard_13002_event1892,1892,1893,NEAR_FALL,0,near_fall
v2_standard_13001,1174,v2_standard_13001_event1171,1171,1173,NEAR_FALL,0,near_fall
v2_standard_13002,4247,v2_standard_13002_event4244,4244,4246,NEAR_FALL,0,near_fall
v2_standard_13001,5250,v2_standard_13001_event5248,5248,5249,NEAR_FALL,0,near_fall
v2_standard_13002,4450,v2_standard_13002_event4448,4448,4449,NEAR_FALL,0,near_fall
v2_standard_13001,2260,v2_standard_13001_event2257,2257,2259,NEAR_FALL,0,near_fall
v2_standard_13002,1719,v2_standard_13002_event1717,1717,1718,NEAR_FALL,0,near_fall
v2_standard_13001,5835,v2_standard_13001_event5832,5832,5834,NEAR_FALL,0,near_fall
v2_standard_13002,1726,v2_standard_13002_event1724,1724,1725,NEAR_FALL,0,near_fall
v2_standard_13001,4946,v2_standard_13001_event4944,4944,4945,NEAR_FALL,0,near_fall
v2_standard_13002,1916,v2_standard_13002_event1914,1914,1915,NEAR_FALL,0,near_fall
v2_standard_13001,1955,,-1,-1,TRANSITION,0,adl
v2_standard_13002,2339,,-1,-1,WALKING,0,adl
v2_standard_13001,1123,,-1,-1,STATIONARY,0,adl
v2_standard_13002,2595,,-1,-1,TRANSITION,0,adl
v2_standard_13001,2851,,-1,-1,TRANSITION,0,adl
v2_standard_13002,1763,,-1,-1,TRANSITION,0,adl
v2_standard_13001,611,,-1,-1,TRANSITION,0,adl
v2_standard_13002,3747,,-1,-1,STATIONARY,0,adl
v2_standard_13001,5603,,-1,-1,STATIONARY,0,adl
v2_standard_13002,4131,,-1,-1,STATIONARY,0,adl
v2_standard_13001,1635,,-1,-1,TRANSITION,0,adl
v2_standard_13002,2275,,-1,-1,WALKING,0,adl
v2_standard_13001,4835,,-1,-1,STATIONARY,0,adl
v2_standard_13002,2787,,-1,-1,WALKING,0,adl
v2_standard_13001,4771,,-1,-1,WALKING,0,adl
v2_standard_13002,3363,,-1,-1,TRANSITION,0,adl
v2_standard_13001,867,,-1,-1,WALKING,0,adl
v2_standard_13002,1187,,-1,-1,WALKING,0,adl
v2_standard_13001,1891,,-1,-1,STATIONARY,0,adl
v2_standard_13002,3427,,-1,-1,TRANSITION,0,adl
v2_standard_13001,3043,,-1,-1,WALKING,0,adl
v2_standard_13002,3555,,-1,-1,WALKING,0,adl
v2_standard_13001,4323,,-1,-1,WALKING,0,adl
v2_standard_13002,2467,,-1,-1,WALKING,0,adl
v2_standard_13001,2659,,-1,-1,WALKING,0,adl
v2_standard_13002,4323,,-1,-1,STATIONARY,0,adl
v2_standard_13001,3875,,-1,-1,STATIONARY,0,adl
v2_standard_13002,4835,,-1,-1,TRANSITION,0,adl
v2_standard_13001,739,,-1,-1,STATIONARY,0,adl
v2_standard_13002,5347,,-1,-1,TRANSITION,0,adl
v2_standard_13001,3939,,-1,-1,STATIONARY,0,adl
v2_standard_13002,3619,,-1,-1,TRANSITION,0,adl
v2_standard_13001,4195,,-1,-1,TRANSITION,0,adl
v2_standard_13002,1699,,-1,-1,TRANSITION,0,adl
v2_standard_13001,5795,,-1,-1,TRANSITION,0,adl
v2_standard_13002,5603,,-1,-1,WALKING,0,adl
v2_harsh_13001,3583,v2_harsh_13001_event3581,3581,3590,RECOVERED_FALL,1,fall
v2_harsh_13002,3441,v2_harsh_13002_event3439,3439,3447,FALL,1,fall
v2_harsh_13001,4837,v2_harsh_13001_event4835,4835,4840,FALL,1,fall
v2_harsh_13002,3731,v2_harsh_13002_event3729,3729,3733,FALL,1,fall
v2_harsh_13001,4729,v2_harsh_13001_event4727,4727,4733,FALL,1,fall
v2_harsh_13002,204,v2_harsh_13002_event202,202,213,RECOVERED_FALL,1,fall
v2_harsh_13001,5406,v2_harsh_13001_event5404,5404,5417,FALL,1,fall
v2_harsh_13002,3350,v2_harsh_13002_event3348,3348,3361,FALL,1,fall
v2_harsh_13001,3219,v2_harsh_13001_event3217,3217,3222,RECOVERED_FALL,1,fall
v2_harsh_13002,2384,v2_harsh_13002_event2382,2382,2392,FALL,1,fall
